Date;Internal_Number;ISIN;SEDOL;RIC;Instrument_Name;Country;Segment;Size
6/18/2012;TW037Z;TW0002362001;6203740;2362.TW;Clevo Co;TW;Emerging;STANDARD
6/18/2012;TW00E3;TW0001326007;6348715;1326.TW;Formosa Chemicals & Fibre Corp;TW;Emerging;STANDARD
6/18/2012;674395;CNE1000004L9;6743956;2338.HK;WEICHAI POWER H;CN;Emerging;STANDARD
6/18/2012;KR00EP;KR7000660001;6450267;000660.KS;SK HYNIX INC;KR;Emerging;STANDARD
6/18/2012;TW03F7;TW0002379005;6051422;2379.TW;Realtek Semicon;TW;Emerging;STANDARD
6/18/2012;ZA00PY;ZAE000016176;6127936;SHFJ.J;Steinhoff International Holdin;ZA;Emerging;STANDARD
6/18/2012;KR02DQ;KR7003600004;6988371;003600.KS;SK Hldg;KR;Emerging;STANDARD
6/18/2012;KR03IW;KR7010120004;6378217;010120.KS;LS Industrial Sy;KR;Emerging;STANDARD
6/18/2012;CN8CGZ;KYG9431R1039;B2Q14Z3;;WANT WANT CHINA HOLDINGS;CN;Emerging;STANDARD
6/18/2012;BR10IL;BRPETRACNPR6;2684532;PETR4.SA;PETROLEO BRASILEIRO S.A. -PREF;BR;Emerging;STANDARD
6/18/2012;IN06Q1;INE237A01028;6135661;KTKM.NS;Kotak Mah Bk;IN;Emerging;STANDARD
6/18/2012;ID00JE;ID1000108509;B29SK75;ITMG.JK;Indo Tambangraya Megah PT;ID;Emerging;STANDARD
6/18/2012;TW002R;TW0002317005;6438564;2317.TW;Hon Hai Precision Industry Co;TW;Emerging;STANDARD
6/18/2012;B0D000;TREBIMM00018;B0D0006;BIMAS.IS;BIM BIRLESIK MAGAZALAR;TR;Emerging;STANDARD
6/18/2012;EV019;RU0007661625;B59L4L7;GAZP.MM;GAZPROM;RU;Emerging;STANDARD
6/18/2012;TW071X;TW0003702007;B0P6L87;3702.TW;WPG Hldgs;TW;Emerging;STANDARD
6/18/2012;TW08OL;TW0009921007;6372167;9921.TW;GIANT MFG;TW;Emerging;STANDARD
6/18/2012;IN00UZ;INE752E01010;B233HS6;PGRD.NS;Power Grid Corp of India Ltd;IN;Emerging;STANDARD
6/18/2012;TW1EFJ;TW0008069006;6744283;8069.TWO;E INK HOLDINGS;TW;Emerging;STANDARD
6/18/2012;MY00K4;MYL4588OO009;6910824;UMWS.KL;UMW Holdings Bhd;MY;Emerging;STANDARD
6/18/2012;635425;BMG2442N1048;6354251;1199.HK;Cosco Pacific Ltd.;CN;Emerging;STANDARD
6/18/2012;TW104U;TW0002049004;B1YMYT5;2049.TW;HIWIN Tech;TW;Emerging;STANDARD
6/18/2012;MX00BU;MXP495211262;2392471;BIMBOA.MX;GRUPO BIMBO 'A';MX;Emerging;STANDARD
6/18/2012;TW050U;TW0002823002;6199816;2823.TW;China Life TW;TW;Emerging;STANDARD
6/18/2012;BR10BE;BRBRSRACNPB4;B23F8S9;BRSR6.SA;BANRISUL;BR;Emerging;STANDARD
6/18/2012;562403;CZ0005112300;5624030;CEZPsp.PR;CEZ;CZ;Emerging;STANDARD
6/18/2012;KR005G;KR7051910008;6346913;051910.KS;LG Chem Ltd;KR;Emerging;STANDARD
6/18/2012;KR03LZ;KR7010520005;6451088;010520.KS;Hyundai Hysco;KR;Emerging;STANDARD
6/18/2012;ZA005E;ZAE000013181;6761000;AMSJ.J;Anglo Platinum Ltd;ZA;Emerging;STANDARD
6/18/2012;KR011D;KR7000150003;6661111;000150.KS;Doosan;KR;Emerging;STANDARD
6/18/2012;619376;KYG2108Y1052;6193766;1109.HK;China Resources Land Ltd.;CN;Emerging;STANDARD
6/18/2012;ZA00U3;ZAE000022331;6177878;DSYJ.J;Discovery Holdings Ltd;ZA;Emerging;STANDARD
6/18/2012;ET020;TRETTLK00013;B2RCGV5;TTKOM.IS;TURK TELEKOMUNIKASYON;TR;Emerging;STANDARD
6/18/2012;ID00GB;ID1000094204;6580034;BDMN.JK;Bank Danamon Indonesia Tbk PT;ID;Emerging;STANDARD
6/18/2012;MX101L;MX01MF010000;B3QHKH2;MFRISCOA1.MX;MINERA FRISCO;MX;Emerging;STANDARD
6/18/2012;KR05IY;KR7042660001;6211732;042660.KS;Daewoo Shipbuild;KR;Emerging;STANDARD
6/18/2012;PH205D;PHY4466S1007;6474494;JFC.PS;JOLLIBEE FOODS;PH;Emerging;STANDARD
6/18/2012;TW03ME;TW0002395001;6202673;2395.TW;Advantech;TW;Emerging;STANDARD
